X,Y,OBJECTID,Road_System,Route_Num,Route_Section,Milepost,Date_Time,Time_of_Day,City,County,Location_1,Location_Link,Location_2,Latitude,Longitude,Unique_Crash_ID,Intersection_ID,Severity,Uninjured,Level_C_Injuries,Level_B_Injuries,Level_A_Injuries,Fatalities,Agency_Name,Report_Id,Crash_Location,Road_Description,Vehicles,Road_Contour,Road_Cond,Lighting_Cond,Weather,Limit1,Limit2,Limit3,Ramp_Id,Crash_Type,Fixed_Object,Event1,Event2,Event3,Mhe,Animal_Species,Veh1_Dir,Veh1_Type,Driver1_Cond,Veh1_Human_Contr_Factor,Veh1_Speed,Veh1_Movement,Driver1_State,Veh1_HAZMAT,Driver1_Belt,Veh1_Cycle_Prot,Driver1_Inj_Level,Veh2_Dir,Veh2_Type,Driver2_Cond,Veh2_Human_Contr_Factor,Veh2_Speed,Veh2_Movement,Driver2_State,Veh2_HAZMAT,Driver2_Belt,Veh2_Cycle_Prot,Driver2_Inj_Level,Veh3_Dir,Veh3_Type,Driver3_Cond,Veh3_Human_Contr_Factor,Veh3_Speed,Veh3_Movement,Driver3_State,Veh3_HAZMAT,Driver3_Belt,Veh3_Cycle_Prot,Driver3_Inj_Level,Sum_of_Minor_and_Severe,Sum_of_Severe,Bicycle_Involved,Pedestrian_Involved,Motorcycle_Involved,Impairment_Involved,Helmet_Involved,Corridor_1,Corridor_2,Serial_No,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-105.149825091237,40.1432424640851,768551,City Street,0,,0,2021/09/08 00:00:00+00,0,LONGMONT,BOULDER,S AIRPORT RD,AT,CLOVER BASIN DR,40.143249,-105.149835,3216097,2792,No Injury (PDO),3,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,35,45,,,Broadside,FO:No,Broadside,,,Broadside,,West,SUV,No Impairment Suspected,No Apparent Contributing Factor,20,Going Straight,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,169695,{E3267AAA-E4C8-437A-BD52-774BFF0DE48D},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.100114977062,40.1524818125202,768552,State Highway,0,,0,2021/08/22 12:31:00+00,1231,LONGMONT,BOULDER,S EMERY ST,AT,KEN PRATT BLVD,40.152393,-105.1001145,3215980,27750,"Evident, Incapacitating (A)",1,0,0,1,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,35,35,,,Approach Turn,FO:No,Approach Turn,,,Approach Turn,,South,Passenger Car/Van,No Impairment Suspected,Driver Inexperience,15,Making Left Turn,CO,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,25,Going Straight,CO,No,Yes,,4,Unknown,,,,,,0,0,No,,,1,1,,,,,,,,163285,{3BCC896B-CB30-455C-9457-D9EF68882D9C},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.102359103558,40.1382564615468,768553,State Highway,0,,0,2021/07/16 14:10:00+00,1410,LONGMONT,BOULDER,S MAIN ST,AT,PIKE RD,40.138263,-105.102369,3217070,3308,Possible/Complaint of Injury (C,0,1,0,0,0,CSP,,Off Road Right,Intersection,1,Straight On Level,Dry,Daylight,None,40,,,,Traffic Signal Pole or Equipment,FO:Yes,Traffic Signal Pole or Equipment,,,Traffic Signal Pole or Equipment,,East,SUV,No Impairment Suspected,Evading Law Enforcement Officer,60,Making Left Turn,CO,No,Yes,,Possible/Complaint of Injury (C,Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,292930,{016283D4-1480-434F-A564-474274AF15AD},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.093071103591,40.1577504577849,768554,City Street,0,,0,2021/06/17 10:30:00+00,1030,LONGMONT,BOULDER,S MARTIN ST,AT,BOSTON AVE,40.157757,-105.093081,3215575,29732,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,25,35,,,Broadside,FO:No,Broadside,,,Broadside,,East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,5,Stopped in Traffic,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,30,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,156334,{1150DB3E-6698-4A18-BBF1-E1F91607E1A1},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.10712010064,40.1534124598048,768555,City Street,0,,0,2021/04/01 00:00:00+00,0,LONGMONT,BOULDER,S PRATT PKWY,AT,ELGIN AVE,40.153419,-105.10713,3215116,25796,No Injury (PDO),4,0,0,0,0,LDPS,,On Road,Intersection,2,Curve On Level,Dry,Daylight,None,35,35,,,Sideswipe Same Direction,FO:No,Broadside,,,Broadside,,East,Passenger Car/Van,No Impairment Suspected,Unknown,5,Making Right Turn,CO,No,Yes,,No Injury (PDO),West,SUV,No Impairment Suspected,,15,Making Left Turn,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,124368,{A1FB5BAC-A8EE-4894-A954-2FF6BBB434DA},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.10712010064,40.1534124598048,768556,City Street,0,,0,2021/11/26 12:22:00+00,1222,LONGMONT,BOULDER,S PRATT PKWY,AT,ELGIN AVE,40.153419,-105.10713,3216686,25796,Evident Non-Incapacitating (B),1,0,1,0,0,LDPS,,On Road,Intersection,1,Straight On Level,Dry,Daylight,None,35,,,,Bicycle or Pedal Cycle,FO:No,Bicycle or Pedal Cycle,,,Bicycle or Pedal Cycle,,West,Passenger Car/Van,Illegal Drugs,Unknown,20,Going Straight,CO,No,Yes,,No Injury (PDO),Unknown,,No Impairment Suspected,No Apparent Contributing Factor,,,,,No,,3,Unknown,,,,,,0,0,No,,,1,0,Bicycle,,,Impairment,,,,188097,{25443A58-6044-4E76-8844-6AC044865F18},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.106922100488,40.1548164597566,768557,City Street,0,,0,2021/12/01 00:00:00+00,0,LONGMONT,BOULDER,S PRATT PKWY,AT,DELAWARE AVE,40.154823,-105.106932,3216716,24972,"Evident, Incapacitating (A)",1,0,0,1,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Unknown,None,35,35,,,Approach Turn,FO:No,Approach Turn,Other Fixed Object,,Approach Turn,,South,Passenger Car/Van,No Impairment Suspected,Unknown,15,Making Left Turn,CO,No,Yes,,"Evident, Incapacitating (A)",North,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,1,1,,,,,,,,189460,{83018B2B-8EFD-46E7-9F74-D7D91F3B447F},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.10712010064,40.1534124598048,768558,City Street,0,,0,2021/06/23 15:05:00+00,1505,LONGMONT,BOULDER,S PRATT PKWY,AT,ELGIN AVE,40.153419,-105.10713,3215617,25796,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,35,35,,,Broadside,FO:No,Head On,,,Head On,,West,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,10,Making Left Turn,CO,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,20,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,137722,{1B898A91-CC10-4834-9DE5-4AEFF4F3C01E},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.158477082345,40.1474777918704,768559,City Street,0,,0,2021/03/17 00:00:00+00,0,LONGMONT,BOULDER,Snowberry Street,AT,Little Leaf Court,40.14748433,-105.15848699,3215056,27482,No Injury (PDO),1,0,0,0,0,LDPS,,Off at Tee,Intersection Related,1,Straight On Level,Snowy,Dark Lighted,None,25,,,,Fence or Fence Part,FO:Yes,Fence or Fence Part,,,Fence or Fence Part,,South,Hit and Run - Unknown,Unknown,Unknown,25,Going Straight,0,No,Unknown,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,102444,{ACEBAADB-B75B-45BE-B3EB-F772E22A13A0},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.117204597366,40.1650584584214,768560,City Street,0,,0,2021/10/21 17:47:00+00,1747,LONGMONT,BOULDER,SPRUCE AVE,AT,FRANCIS ST,40.165065,-105.1172145,3216452,,No Injury (PDO),1,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,25,0,,,Parked Motor Vehicle,FO:No,Parked Motor Vehicle,,,Parked Motor Vehicle,,East,SUV,No Impairment Suspected,Unknown,35,Going Straight,CO,No,Unknown,,No Injury (PDO),East,Passenger Car/Van,,,0,Parked,CO,No,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,191395,{AFE773E9-8080-4E64-8CD4-ECBBB2169DEC},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.126114593048,40.1794764569531,768561,City Street,0,,0,2021/09/06 18:26:00+00,1826,LONGMONT,BOULDER,SPENCER ST,AT,12TH AVE,40.179483,-105.1261245,3216088,20243,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,Rain,25,25,,,Rear End,FO:No,Rear End,,,Rear End,,North,Hit and Run - Unknown,Unknown,Unknown,3,Backing,CO,No,No,,No Injury (PDO),North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,169723,{8BE5B64F-785A-4C39-ADB4-8877BF9AC9F2},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.121416597123,40.1523594602585,768562,City Street,0,,0,2021/10/21 00:00:00+00,0,LONGMONT,BOULDER,S SUNSET ST,AT,NELSON RD,40.152366,-105.1214265,3216444,3156,Evident Non-Incapacitating (B),0,0,1,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Dark Lighted,None,35,35,,,Broadside,FO:No,Broadside,Light or Utility Pole,Overturning,Broadside,,North,SUV,Unknown,Unknown,35,Going Straight,CO,No,No,,,West,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,3,Unknown,,,,,,0,,No,,,1,0,,,,,,,,178547,{F92D7A70-76C0-49A6-A334-1EB7457ED863},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.128715591942,40.1849574568259,768563,City Street,0,,0,2021/12/13 13:45:00+00,1345,LONGMONT,BOULDER,STUART ST,AT,15TH AVE,40.184964,-105.1287255,3216810,20420,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,25,25,,,Broadside,FO:No,Broadside,,,Broadside,,North,Passenger Car/Van,No Impairment Suspected,Driver Inexperience,5,Making Left Turn,CO,No,Yes,,No Injury (PDO),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,25,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,197185,{746F41F2-34F0-4200-8AC2-88061E6BDE35},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.121286095997,40.166804458932,768564,City Street,0,,0,2021/12/06 17:40:00+00,1740,LONGMONT,BOULDER,SUNSET ST,AT,3RD AVE,40.166811,-105.121296,3216767,3163,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Grade,Dry,Dark Lighted,None,25,30,,,Broadside,FO:No,Broadside,,,Broadside,,West,Pickup Truck/Utility Van,No Impairment Suspected,Unknown,15,Going Straight,CO,No,Yes,,No Injury (PDO),North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,15,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,191356,{6476E328-025E-41F4-84B4-288E1C2DB4AB},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.104738693039,40.1959849071137,768565,City Street,0,,0,2021/12/01 11:40:00+00,1140,LONGMONT,BOULDER,TERRY ST,AT,21ST AVE,40.19599145,-105.1047486,3216720,20793,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,30,35,,,Broadside,FO:No,Broadside,,,Broadside,,North,SUV,No Impairment Suspected,Unknown,5,Going Straight,CO,No,Yes,,No Injury (PDO),East,SUV,No Impairment Suspected,No Apparent Contributing Factor,25,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,189503,{97A653ED-F453-488F-88E5-9E18E2615010},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.121286095997,40.166804458932,768566,City Street,0,,0,2021/11/22 19:48:00+00,1948,LONGMONT,BOULDER,SUNSET ST,AT,3RD AVE,40.166811,-105.121296,3216672,3163,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Dark Lighted,None,25,30,,,Broadside,FO:No,Broadside,,,Broadside,,West,Hit and Run - Unknown,Unknown,Unknown,10,Going Straight,CO,No,No,,,South,SUV,No Impairment Suspected,No Apparent Contributing Factor,10,Going Straight,NB,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,187917,{5472018E-6EDF-4255-B762-757EF54401B2},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.105171600325,40.1618544581485,768567,City Street,0,,0,2021/12/31 18:22:00+00,1822,LONGMONT,BOULDER,TERRY ST,AT,2ND AVE,40.161861,-105.1051815,3216941,21027,No Injury (PDO),2,0,0,0,0,LDPS,,Off Road Left,Intersection Related,1,Straight On Grade,Icy,Dark Lighted,Snow/Sleet/Hail,30,,,,Traffic Signal Pole or Equipment,FO:Yes,Traffic Signal Pole or Equipment,,,Traffic Signal Pole or Equipment,,South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,10,Making Left Turn,CO,No,Yes,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,197732,{7B629AE3-FEE6-4AD7-800A-7AA3AF4CA04E},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.133611595501,40.1465094620908,768568,City Street,0,,0,2021/10/12 12:56:00+00,1256,LONGMONT,BOULDER,TRADE CENTER AVE,AT,DRY CREEK DR,40.146516,-105.1336215,3216379,25117,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,30,30,,,Broadside,FO:No,Broadside,,,Broadside,,East,SUV,No Impairment Suspected,Driver Unfamiliar with Area,30,Going Straight,CO,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,30,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,174913,{6125FDAA-858B-4984-B487-2DAAD089021A},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.10469009714,40.1921754544312,768569,City Street,0,,0,2021/01/28 17:53:00+00,1753,LONGMONT,BOULDER,TERRY ST,AT,19TH AVE,40.192182,-105.1047,3214837,20674,Possible/Complaint of Injury (C,1,1,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Dark Lighted,None,25,25,,,Broadside,FO:No,Broadside,,,Broadside,,East,SUV,No Impairment Suspected,Unknown,15,Going Straight,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,25,Going Straight,CO,No,Yes,,2,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,47477,{1DC9D7E8-78E8-443F-B272-FC98A58B786C},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.133611595501,40.1465094620908,768570,City Street,0,,0,2021/11/29 18:16:00+00,1816,LONGMONT,BOULDER,TRADE CENTER AVE,AT,DRY CREEK DR,40.146516,-105.1336215,3216706,25117,Possible/Complaint of Injury (C,3,1,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,25,30,,,Broadside,FO:No,Broadside,,,Broadside,,West,SUV,No Impairment Suspected,Driver Inexperience,5,Making Left Turn,CO,No,Yes,,Possible/Complaint of Injury (C,North,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,40,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,189502,{0147DB9C-501B-44FB-B395-CEBC57B025A7},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.154635586558,40.1797104586449,768571,City Street,0,,0,2021/07/31 00:00:00+00,0,LONGMONT,BOULDER,TWIN PEAKS CIR,AT,AIRPORT RD,40.179717,-105.1546455,3215849,32035,No Injury (PDO),1,0,0,0,0,LDPS,,Off at Tee,Intersection,1,Straight On Level,Wet,Dawn or Dusk,Rain,25,,,,Embankment or Ditch,FO:Yes,Embankment or Ditch,,,Embankment or Ditch,,West,Passenger Car/Van,Alcohol,Illness,10,Backing,CO,No,Unknown,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,Impairment,,,,155795,{DA50E445-D16C-4FD4-911C-C784340C2D07},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.116516096253,40.1748864568092,768572,City Street,0,,0,2021/08/20 00:00:00+00,0,LONGMONT,BOULDER,WARREN AVE,AT,FRANCIS ST,40.174893,-105.116526,3215969,26398,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,30,30,,,Broadside,FO:No,Other,,,Other,,South,SUV,No Impairment Suspected,Driver Emotionally Upset,10,Making Right Turn,CO,No,Unknown,,No Injury (PDO),West,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Unknown,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,170268,{A5C95C56-FB40-469E-9478-6AA7C004AA96},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.083039706671,40.1772019089902,768573,City Street,0,,0,2021/09/08 15:30:00+00,1530,LONGMONT,BOULDER,VERDANT CIR,AT,ALPINE ST,40.17720845,-105.0830496,3216102,22222,Evident Non-Incapacitating (B),1,0,1,0,0,LDPS,,On Road,Intersection,1,Straight On Level,Dry,Daylight,None,25,,,,Pedestrian,FO:No,Pedestrian,,,Pedestrian,,West,Passenger Car/Van,Unknown,Unknown,5,Making Right Turn,CO,No,Unknown,,No Injury (PDO),Unknown,,No Impairment Suspected,No Apparent Contributing Factor,,,,,No,,3,Unknown,,,,,,0,0,No,,,1,0,,Pedestrian,,,,,,184915,{EB833454-97A2-4A12-B8CB-AFBBFE8DE535},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.130920590778,40.1913024557365,768574,City Street,0,,0,2021/04/14 20:20:00+00,2020,LONGMONT,BOULDER,Wedgewood Ave,AT,HOVER ST,40.191309,-105.1309305,3215208,,No Injury (PDO),4,0,0,0,0,LDPS,,On Road,At Driveway Access,2,Straight On Level,Dry,Dark Lighted,None,25,25,,,Broadside,FO:No,Broadside,,,Broadside,,North,Passenger Car/Van,No Impairment Suspected,Unknown,5,Going Straight,CO,No,Yes,,No Injury (PDO),West,SUV,No Impairment Suspected,No Apparent Contributing Factor,25,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,109796,{A5C76E8E-C16B-4D0D-8A89-3418C53CC650},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.143795093587,40.1433324629839,768575,City Street,0,,0,2021/10/21 17:39:00+00,1739,LONGMONT,BOULDER,WILD FIRE CT,AT,CLOVER BASIN DR,40.143339,-105.143805,3216451,31922,No Injury (PDO),1,0,0,0,0,LDPS,,Off at Tee,Intersection,1,Straight On Level,Dry,Daylight,None,35,,,,Fence or Fence Part,FO:Yes,Fence or Fence Part,,,Fence or Fence Part,,West,SUV,Alcohol,Unknown,40,Going Straight,CO,No,Unknown,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,Impairment,,,,180409,{48EADE48-B3BE-4254-A143-03608E3AB40F},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.123738593313,40.1813124570895,768576,City Street,0,,0,2021/11/29 15:00:00+00,1500,LONGMONT,BOULDER,TULIP ST,AT,MOUNTAIN VIEW AVE,40.181319,-105.1237485,3216702,28700,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,25,35,,,Broadside,FO:No,Broadside,,,Broadside,,South,SUV,No Impairment Suspected,Driver Inexperience,10,Going Straight,CO,No,Yes,,No Injury (PDO),East,SUV,No Impairment Suspected,No Apparent Contributing Factor,25,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,189531,{17EE1B7E-CBEC-4D36-829A-4D8181ED10F6},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.124665616735,39.9649614868749,768577,City Street,0,,0,2021/03/25 00:00:00+00,0,LOUISVILLE,BOULDER,ARTHUR AVE,AT,CHERRY ST,39.964968,-105.1246755,3215092,,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,30,30,,,Rear End,FO:No,Rear End,,,Rear End,,North,Trucks over 10k/Busses over 15 Passengers,No Impairment Suspected,Driver Unfamiliar with Area,5,Backing,IL,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,5,Slowing,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,111572,{55DE700D-0724-4DEF-8B2E-015001849C10},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.112439119989,39.9650334862145,768578,City Street,0,,0,2021/12/20 18:16:00+00,1816,LOUISVILLE,BOULDER,CHERRY ST,AT,CTC BLVD,39.96504,-105.112449,3216871,24114,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Intersection,2,Straight On Level,Dry,Dark Lighted,None,30,30,,,Broadside,FO:No,Broadside,,,Broadside,,South,SUV,No Impairment Suspected,Driver Unfamiliar with Area,25,Slowing,CO,No,Yes,,No Injury (PDO),East,SUV,No Impairment Suspected,No Apparent Contributing Factor,30,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,191551,{84F49DAC-711B-4359-8E92-D59538B6538F},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.163289107684,39.9640254896644,768579,City Street,0,,0,2021/06/30 16:57:00+00,1657,LOUISVILLE,BOULDER,CHERRY ST,AT,MCCASLIN BLVD,39.964032,-105.163299,3215663,2639,No Injury (PDO),3,0,0,0,0,LUPD,,On Road,Intersection Related,2,Curve On Level,Dry,Daylight,None,40,40,,,Rear End,FO:No,Rear End,,,Rear End,,Northwest,SUV,No Impairment Suspected,No Apparent Contributing Factor,10,Making Right Turn,CO,No,Yes,,No Injury (PDO),Northwest,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Making Right Turn,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,152976,{89AA7DF1-FCE5-479D-8998-F004DC30CE11},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127869614346,39.9807204848585,768580,State Highway,0,,0,2021/11/15 00:00:00+00,0,LOUISVILLE,BOULDER,COURTESY RD,AT,SHORT STREET,39.980727,-105.1278795,3216619,31930,Evident Non-Incapacitating (B),0,0,2,0,0,LUPD,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,North,SUV,No Impairment Suspected,No Apparent Contributing Factor,30,Going Straight,CO,No,Yes,,Evident Non-Incapacitating (B),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,No,,3,Unknown,,,,,,0,,No,,,2,0,,,,,,,,184532,{CC7F5285-9693-4384-8357-76D6835F9D96},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.119477115272,39.9869934834179,768581,City Street,0,,0,2021/02/18 16:02:00+00,1602,LOUISVILLE,BOULDER,BLUE STAR LN,AT,SOUTH BOULDER RD,39.987,-105.119487,3214942,,No Injury (PDO),1,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,West,SUV,No Impairment Suspected,No Apparent Contributing Factor,5,Going Straight,CO,No,Yes,,No Injury (PDO),West,SUV,,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,99054,{53D4BB2F-354D-4352-8217-F7B4E32FC9BB},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.112439119989,39.9650334862145,768582,City Street,0,,0,2021/09/01 15:36:00+00,1536,LOUISVILLE,BOULDER,CTC BLVD,AT,CHERRY ST,39.96504,-105.112449,3216059,24114,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,0,35,,,Broadside,FO:No,Broadside,,,Broadside,,South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Going Straight,CO,No,Yes,,No Injury (PDO),East,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,164981,{C7C0BC85-541D-4CA5-83B8-79ACDD85A4C4},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
